name,url,source,functions,application,notes,model,prompt_tokens,completion_tokens
,https://materialdistrict.com/material/upm-profi-composite/,composite,combine-wood fibres; resist-humidity; absorb-low moisture; resist-UV degradation,garden decks and patios,External knowledge about composite materials used in outdoor applications was utilized.,gpt-4o-mini,824,73
,https://materialdistrict.com/material/urban-paper-collection/,cement,craft-collection; offer-experience; influence-architecture,business cards with unique finishes,External knowledge about paper applications was used.,gpt-4o-mini,784,59
,https://materialdistrict.com/material/urban-reef/,bio-based materials,encourage growth; create habitats; integrate systems; store nutrients; provide microclimates,3D printed urban habitats for biodiversity,External knowledge on urban ecology and 3D printing was used.,gpt-4o-mini,794,78
,https://materialdistrict.com/material/urban-velvet-lu/,mortar,add-noun; provide-noun; blend-noun,photoluminescent flooring systems,External knowledge on photoluminescent materials was used.,gpt-4o-mini,761,65
,https://materialdistrict.com/material/urban-velvet/,resin,provide-flooring; resist-UV; install-seamlessly; withstand-chemicals; support-floor-heating,seamless poured flooring for public buildings,External knowledge about flooring applications was used.,gpt-4o-mini,799,79
,https://materialdistrict.com/material/urine-glaze/,urine,provide-nutrients; serve-as-glaze; reduce-metal-poisoning,ceramic vessels inspired by human anatomy,External knowledge about urine's historical uses and potential in ceramics was used.,gpt-4o-mini,920,70
,https://materialdistrict.com/material/uvmax/,MDF,provide-durable coverage; offer-seamless finish; resist-scratches; withstand-high-traffic,customized furniture surfaces,External knowledge about MDF applications was used.,gpt-4o-mini,762,71
,https://materialdistrict.com/material/vacupor/,fumed silica,minimize-infrared radiation; provide-insulation; reduce-thermal conductivity,cold storage floor insulation,External knowledge on insulation applications was used.,gpt-4o-mini,764,63
,https://materialdistrict.com/material/vacuum-moulding/,plastic,create-moulds; design-freedom; finish-products,customized plastic components,External knowledge about vacuum moulding processes was used.,gpt-4o-mini,694,60
,https://materialdistrict.com/material/valchromat-coloured-mdf/,MDF,cutting-board; shaping-board; finishing-surface,colorful furniture components,"The application is derived from the text mentioning the ability to produce stunning, colourful products.",gpt-4o-mini,807,68
,https://materialdistrict.com/material/valchromat/,dyed wood fibre,bind-resin; produce-panel; process-finish,moisture resistant decorative panel,External knowledge about engineered wood products was used.,gpt-4o-mini,737,62
,https://materialdistrict.com/material/vanceva/,glass,enhance-aesthetic; block-UV radiation; provide-structural benefits; customize-colour; reduce-solar transmission,laminated glazing system for building facades,External knowledge on laminated glass applications was used.,gpt-4o-mini,1426,80
,https://materialdistrict.com/material/vanhier-biocircular-table-lamps/,cellulose fibers,moulded-panels; recycled-light; designed-efficiently,biocircular table lamp,The application is derived from the description of the product in the row.,gpt-4o-mini,868,69
,https://materialdistrict.com/material/vapourguard/,low density polyethylene,collect-rainfall water; eliminate-water evaporation; reflect-sun heat; prevent-light penetration; reduce-algae growth,rainwater harvesting cover,External knowledge about rainwater harvesting systems was used.,gpt-4o-mini,758,78
,https://materialdistrict.com/material/varaform/,cotton mesh,impregnate-resin; soften-heat; mould-reheat; form-armature,rigid lightweight sculpture armature,External knowledge about the application of materials in sculpture was used.,gpt-4o-mini,761,76
,https://materialdistrict.com/material/varioline/,thermoplastic panel,provide flooring; resist chemicals; maintain lightweight; offer abrasion resistance; support playground equipment,rear garage and gas locker flooring,External knowledge was used to identify a specific application based on the material's properties and suitability mentioned in the text.,gpt-4o-mini,801,87
,https://materialdistrict.com/material/varioplan-plus/,fibreglass,illuminate-interior; handle-easily; reduce-costs; create-flexibility,façade panels for industrial buildings,External knowledge about façade construction was used to determine the application.,gpt-4o-mini,840,73
,https://materialdistrict.com/material/variotrans/,glass,transmit-light; reflect-light; filter-wavelengths,color-changing window panel,External knowledge about interference-coated glass applications was used.,gpt-4o-mini,766,59
,https://materialdistrict.com/material/vd-works-surface-design/,Metals,create-surface designs; make-to order,customized indoor and outdoor surfaces,External knowledge was used to specify the application based on the description of surface designs.,gpt-4o-mini,724,63
,https://materialdistrict.com/material/vectogramm/,concrete,transfer-image; create-structure; generate-machining-file,facade design for buildings,External knowledge on facade design was used.,gpt-4o-mini,896,59
,https://materialdistrict.com/material/vector-glass/,glass,trap-air; create-patterns; fuse-layers,translucent room dividers,The application was derived from the potential applications mentioned in the post text.,gpt-4o-mini,749,65
,https://materialdistrict.com/material/vectran/,liquid crystal polymer,provide strength; offer rigidity; resist abrasion; minimize moisture absorption,marine and military rope and cable,External knowledge about the applications of high-performance fibers was used.,gpt-4o-mini,821,71
,https://materialdistrict.com/material/vegetable-tanned-salmon-leather/,salmon leather,provide stiffness; achieve colour variations; resist wear,high-wear furniture upholstery,External knowledge on furniture applications was used.,gpt-4o-mini,788,60
,https://materialdistrict.com/material/vegetables-2d/,vegetables,create-paper; modify-structure; provide-biodegradability; offer-edibility,edible business cards,The application of edible business cards is derived from the text describing the use of the material for business cards and other printed items.,gpt-4o-mini,868,82
,https://materialdistrict.com/material/vegetables-3d/,vegetables,create-bowl; form-vase; manufacture-plates,biodegradable tableware for indoor use,External knowledge about biodegradable materials and tableware was used.,gpt-4o-mini,876,66
,https://materialdistrict.com/material/veilish/,polyester fabric,reduce sunlight; provide privacy; block view; install easily; cut in any shape,self-adhesive window covering,External knowledge about window coverings was used.,gpt-4o-mini,787,71
,https://materialdistrict.com/material/velero-textile/,nylon,create-textile; reveal-patterns; decorate-crystals,textile for fashion design,External knowledge about textiles and fashion design was used.,gpt-4o-mini,885,62
,https://materialdistrict.com/material/velvet-indigo/,silk/viscose velvet,create-dyed fabric; expand-material qualities; develop-design concepts,decorative plaid textiles,The application of decorative plaid textiles is derived from the specific mention of plaids in the post text.,gpt-4o-mini,1031,76
,https://materialdistrict.com/material/veneer-in-veneer/,Wood,enclose-nonconformities; provide-aesthetic; seal-open-areas,decorative wall paneling,External knowledge about veneer applications was used.,gpt-4o-mini,766,63
,https://materialdistrict.com/material/veneer-moulded-rotary-cut/,Veneer,manufacture-complex shapes; provide-elasticity; retain-technical properties,ski and snowboard woodcores,External knowledge on wood properties and applications in sports equipment was used.,gpt-4o-mini,876,69
,https://materialdistrict.com/material/ventri-cow-stomach-leather/,cow stomach leather,transform-waste; create-luxurious design; provide-unique texture,luxurious leather goods,External knowledge about leather applications was used.,gpt-4o-mini,843,62
,https://materialdistrict.com/material/veriflex/,fiber-reinforced composite,change shape; maintain strength; reshape material; recover shape,lightweight deployable structures,External knowledge about shape memory polymers was used to define the application.,gpt-4o-mini,848,70
,https://materialdistrict.com/material/veritas-resinart/,polyester resin,create panels; provide flammability resistance; enable screen-printing; allow custom capabilities,decorative wall panels for commercial environments,External knowledge about decorative panels was used.,gpt-4o-mini,894,70
,https://materialdistrict.com/material/verometal-and-shop-interiors/,metal,apply-coating; achieve-finish; provide-flexibility; create-design,luxurious shop interior elements,The application is derived from the description of the material's use in shop interiors.,gpt-4o-mini,977,72
,https://materialdistrict.com/material/verometal-antimicrobial/,copper alloy,kill bacteria; neutralize viruses; form disinfectant layer; retain stainless steel appearance; provide self-cleaning action,antimicrobial coating for hospital surfaces,External knowledge about antimicrobial coatings and their applications in healthcare was used.,gpt-4o-mini,1401,82
,https://materialdistrict.com/material/verometal-applications/,liquid metal,deposit-coating; apply-finish; produce-effect; prevent-staining,architectural façade cladding,The application is derived from the mention of architectural designs and façade cladding in the post text.,gpt-4o-mini,1003,76
,https://materialdistrict.com/material/verometal-aquafill-metal-stucco/,metal stucco,adhere-surface; create-finish; restore-surface; apply-tool,decorative wall and ceiling finish,External knowledge used to define the application based on the description of the product's use.,gpt-4o-mini,1213,76
,https://materialdistrict.com/material/verometal/,metal,coat-surface; finish-surface; adhere-surface; apply-surface; engineer-design,lightweight metal finish for interior design,External knowledge about metal coatings was used to determine the application.,gpt-4o-mini,1003,77
,https://materialdistrict.com/material/versato-crystal/,acrylic,create-visual effect; provide-UV resistance; offer-weatherproofing; ensure-optical purity,wall presentation display panels,The application was inferred from the text mentioning suitability for wall presentations and displays.,gpt-4o-mini,987,76
,https://materialdistrict.com/material/versato-myst/,Plastics,absorb-light; create-contrasts; transform-space; produce-mist-effect; enhance-depth,lighting fixture with mist effect,The application was inferred from the description of the material's use in innovative lighting designs.,gpt-4o-mini,930,82
,https://materialdistrict.com/material/versato-translucent-stone/,Translucent Stone,visualizing-nature; shaping-light; uniting-designs,interior lighting feature,The application is derived from the material's ability to interact with light and its use in warm designs.,gpt-4o-mini,793,74
,https://materialdistrict.com/material/versato/,Plastics,connect-design; shape-structure; visualize-aesthetics,customized design solutions for creative projects,The application is derived from the emphasis on customization and creative freedom in the material's description.,gpt-4o-mini,894,73
,https://materialdistrict.com/material/versawall-versapanel/,metal insulated composite,provide thermal protection; offer moisture protection; form strong panels; create weather-tight roofs,insulated wall and roof panels,External knowledge about insulated panels was used.,gpt-4o-mini,818,68
,https://materialdistrict.com/material/vertigo-concrete/,concrete,create-tile; sculpt-tile; ensure-quality,custom decorative wall tiles,The application of decorative wall tiles is derived from the description of the product and its use in interior and exterior settings.,gpt-4o-mini,779,73
,https://materialdistrict.com/material/vesta-kuqua-tiles/,ceramics,create-patterned tiles; harden at high temperature; impress symbols; allow customization,decorative wall and floor tiles for residential buildings,External knowledge on ceramic tile applications was used.,gpt-4o-mini,998,72
,https://materialdistrict.com/material/vestaeco-ldf/,lignocellulosic fibres,support-construction; provide-insulation; ensure-durability; enable-installation,low-density fibreboard for interior finishing,External knowledge about low-density fibreboard applications was used.,gpt-4o-mini,751,76
,https://materialdistrict.com/material/vetro-vivo/,glass,create-mosaic; design-aesthetic; provide-durability,decorative wall and pool mosaics,The application is derived from the description of the product's use in various spaces including swimming pools.,gpt-4o-mini,694,72
,https://materialdistrict.com/material/vetroseta/,Glass,decorate-noun; laminate-noun,decorative glass panels for interior design,The application is inferred from the use of glass sheets in interior design as mentioned in the post text.,gpt-4o-mini,760,67
,https://materialdistrict.com/material/vibers/,starch-based biopolymer,absorb-nutrients; reinforce-structure; biodegrade-environmentally,injection moulded packaging solutions,External knowledge about bioplastics and their applications was used.,gpt-4o-mini,730,73
,https://materialdistrict.com/material/vibrato/,wood,create-nature; provide-structure; enhance-aesthetics,custom sliding doors with stained glass effect,The application was derived from the specific mention of sliding doors in the post text.,gpt-4o-mini,915,70
,https://materialdistrict.com/material/vicrtex/,vinyl,provide aesthetic; resist scratching; withstand moisture; offer durability,wall covering for public spaces,External knowledge about vinyl wallpaper applications was used.,gpt-4o-mini,709,64
,https://materialdistrict.com/material/vidom-glasstiles/,glass,resist-humidity; provide-aesthetic; offer-durability,bathroom wall tiles,External knowledge about common uses of glass tiles in humid environments was used.,gpt-4o-mini,717,65
,https://materialdistrict.com/material/vielshield/,polyester fibers,provide shielding; resist corrosion; transmit light,high performance shielding fabric,External knowledge about shielding fabrics was used.,gpt-4o-mini,749,58
,https://materialdistrict.com/material/vifour/,unrecyclable fabric scraps,recycle-noun; bind-noun; create-noun,upholstery for interior furniture,The application is derived from the text mentioning its suitability for upholstery.,gpt-4o-mini,888,70
,https://materialdistrict.com/material/villiglas-tiles/,glass,resist-corrosion; resist-temperature; resist-light; provide-brilliance; enable-compatibility,decorative wall and floor tiles,The application of decorative tiles is inferred from the compatibility with ceramic tiles and the description of the product range.,gpt-4o-mini,792,86
,https://materialdistrict.com/material/vingui-noir/,wood,create-durable product; improve-durability; ensure-dimension stability; preserve-structure,facade cladding system,External knowledge on thermal modification processes and applications for wood was used.,gpt-4o-mini,930,74
,https://materialdistrict.com/material/vintage-leather-belt/,Leather,create-surface; bond-tile; ensure-grade; hand-clean; prepare-use,glossy leather flooring tiles,External knowledge about flooring applications was used.,gpt-4o-mini,908,68
,https://materialdistrict.com/material/vinterio/,wood,exhibit-plank-effect; provide-sliced-surface; ensure-health-safety,high-quality furniture surfaces,The application is derived from the context of the material's use in furniture as mentioned in the post text.,gpt-4o-mini,894,75
,https://materialdistrict.com/material/vinyl-aqua-tiles/,vinyl,create-tile; reflect-optical illusion; translate-water movement,decorative floor tiles,External knowledge used to specify application as decorative floor tiles.,gpt-4o-mini,773,62
,https://materialdistrict.com/material/vinyl-in-welded-designs/,vinyl,guarantee-durability; bond-foam backing; emboss-welding technology; resist-scratch; resist-UV,upholstered seating for transport,External knowledge was used to determine the specific application based on common uses of vinyl.,gpt-4o-mini,825,88
,https://materialdistrict.com/material/vinyl-wallcovering-2/,vinyl,provide protection; resist scratches; adapt to environments; conceal imperfections; offer customization; ensure durability,high-activity wall coverings,External knowledge was used to specify the application as wall coverings suitable for high-activity areas.,gpt-4o-mini,1266,84
,https://materialdistrict.com/material/vip-vacuum-insulated-panel/,fumed silica,provide insulation; achieve thermal performance; reduce heat circulation,high-performance thermal insulation panels,External knowledge on insulation materials was used.,gpt-4o-mini,912,60
,https://materialdistrict.com/material/viro/,polyethylene-based fiber,create-synthetic fiber; resist-temperature variations; weave-outdoor furniture; provide-UV resistance; offer-weather resistance,outdoor seating solutions,External knowledge about outdoor furniture applications was used.,gpt-4o-mini,717,78
,https://materialdistrict.com/material/viroc-unsanded/,composite material,combine-resistance; combine-flexibility; combine-durability; combine-hardness,interior wall panels,External knowledge about composite materials was used to identify the application.,gpt-4o-mini,790,70
,https://materialdistrict.com/material/viroc/,composite material,combine flexibility; provide durability; prevent fire spread; offer sound insulation; resist water,structural flooring and roof support,External knowledge on composite materials and their applications was used.,gpt-4o-mini,924,74
,https://materialdistrict.com/material/virtuell-vertrieb/,Medium density fibreboard,manufacturing-technology; design-structures; water-resistant-properties; fire-protection,customized furniture panels,External knowledge about MDF properties and applications was used.,gpt-4o-mini,793,69
,https://materialdistrict.com/material/visu-glass-blocks/,Glass,transmit-colour; reflect-colour; change-colour; illuminate-experience,reinforced window construction,External knowledge on architectural applications of glass was used.,gpt-4o-mini,877,67
,https://materialdistrict.com/material/vita-talalay-latex/,latex,provide-support; offer-comfort; ensure-breathability; meet-ecological-demands,natural latex mattress,External knowledge used to define the specific application as a mattress.,gpt-4o-mini,773,69
,https://materialdistrict.com/material/vitrics-screen/,glass,engrave-noun; create-noun; reproduce-noun; extrude-noun,customized engraved signage,External knowledge was used to identify the application as signage based on the context of engraving and design.,gpt-4o-mini,856,77
,https://materialdistrict.com/material/vitrics/,glass,engrave-noun; create-noun; extrude-noun,3D engraved architectural glass panels,External knowledge used to identify the application as a specific use-case for architectural design.,gpt-4o-mini,820,69
,https://materialdistrict.com/material/vitrulan-magnet/,glass fabric,stick-magnet; washable-surface; fireproof-material; durable-coating,magnetic wall covering for children's bedrooms,External knowledge about wall coverings and hygiene requirements was used.,gpt-4o-mini,757,72
,https://materialdistrict.com/material/vitrum/,glass,allow light penetration; create unique effects; highlight irregularities; provide shock resistance; achieve satin finish,decorative glass floor tiles,External knowledge about glass tiles was used to define the application.,gpt-4o-mini,847,75
,https://materialdistrict.com/material/vivo/,foam,absorb-exudates; guarantee-moist environment; incorporate-active ingredients; release-slowly,modern wound care dressing,External knowledge about medical applications of foams was used.,gpt-4o-mini,820,74
,https://materialdistrict.com/material/volimea/,alabaster gypsum,enhance-colour intensity; regulate-moisture; provide-breathability,interior wall coating for humid areas,External knowledge about coatings was used to identify the application.,gpt-4o-mini,697,71
,https://materialdistrict.com/material/voorbij-roadside-grass-paper/,grass,reduce-CO2; provide-nutrition; retain-water; protect-soil,recycled paper made from roadside grass,Used external knowledge on recycled paper applications.,gpt-4o-mini,846,67
,https://materialdistrict.com/material/vorwerk-scale/,Plastics,binding-dust particles; enhancing-textile floor tiles; providing-recyclable backing,textile floor tiles for allergy sufferers,External knowledge about the application of carpet tiles for allergy sufferers was used.,gpt-4o-mini,900,75
,https://materialdistrict.com/material/vubonite/,ceramic material,harden-powder; harden-liquid; resist-high temperatures; resist-weather; be-non toxic,non-flammable interior building material,External knowledge about the use of ceramics in construction was applied.,gpt-4o-mini,726,81
,https://materialdistrict.com/material/vure-noir/,wood,provide-durability; enhance-aesthetics; resist-weather; support-facades,outdoor facade cladding,External knowledge about thermal modification and wood applications was used.,gpt-4o-mini,972,71
,https://materialdistrict.com/material/waffle-fabric/,polyester,provide insulation; offer flexibility; enhance durability; create texture,thermal insulation blankets for outdoor use,External knowledge used to determine a specific application for insulation.,gpt-4o-mini,689,66
,https://materialdistrict.com/material/wala-eco-clip/,PVC,provide-non-hazardous flooring; offer-heat insulation; ensure-waterproofing; absorb-sound; resist-flame,non-hazardous flooring for childcare centres,External knowledge about flooring applications in childcare settings was used.,gpt-4o-mini,931,84
,https://materialdistrict.com/material/wall-panel-067/,wool felt,create-panel; assemble-precisely; provide-acoustic-properties,acoustic wall panel for interior design,External knowledge about acoustic panels was used.,gpt-4o-mini,773,64
,https://materialdistrict.com/material/wall-panel/,Wood,provide-structure; enhance-aesthetics; offer-insulation; improve-acoustics,interior wall cladding system,Used external knowledge about wall panels to define a specific application.,gpt-4o-mini,711,73
,https://materialdistrict.com/material/wall-wall-panels/,hard wood composite,replace-ceramic tiles; fit-on-top; paint-waterproof,waterproof wall panels for bathrooms,External knowledge about wall panels and their applications in wet areas was used.,gpt-4o-mini,722,69
,https://materialdistrict.com/material/walled-paper/,concrete,capture-detail; add-luminosity; transform-space,decorative wall paneling,The application is derived from the description of the material's use in transforming spaces.,gpt-4o-mini,799,67
,https://materialdistrict.com/material/wallpaper-tile/,porcelain,covering-wall; decorating-tile; polishing-surface,wall and floor covering tiles,External knowledge about porcelain tiles and their applications was used.,gpt-4o-mini,745,64
,https://materialdistrict.com/material/wallpaper-tiles/,recycled paper,absorb-sound; install-easily; print-decoratively; create-variations,decorative wall tiles,The application is derived from the description of the product as wall tiles made from recycled paper.,gpt-4o-mini,913,78
,https://materialdistrict.com/material/wallstix/,polyurethane foam,form-noun; coat-noun; fire retardant-noun; resist UV-noun,custom display boards for interior design,The application is derived from the text mentioning specific uses in interior design.,gpt-4o-mini,774,77
,https://materialdistrict.com/material/walton-uni-walton-cirrus/,linoleum,provide-bacteriostatic properties; create-ecologically responsible pigments; enable-recycling; support-renewable materials,flooring for residential and commercial spaces,External knowledge about linoleum's properties and applications was used.,gpt-4o-mini,848,80
,https://materialdistrict.com/material/warmbeton/,expanded glass,insulate-concrete; reduce-weight-concrete; enable-fast-construction; eliminate-thermal-bridges,thermal insulating building walls,External knowledge about concrete applications was used.,gpt-4o-mini,896,71
,https://materialdistrict.com/material/warp-knitted-fabrics-with-naia/,Naia,create-fabrics; provide-comfort; offer-easy care; enhance-aesthetic,intimate and evening apparel,External knowledge about fabric applications was used.,gpt-4o-mini,717,68
,https://materialdistrict.com/material/washi-artisan-parchment/,Washi,provide-durability; offer-water-resistance; maintain-breathability; create-beauty,water-resistant parchment for art and crafts,External knowledge about the use of washi in art and crafts was applied.,gpt-4o-mini,830,79
,https://materialdistrict.com/material/washi-hpl/,Washi paper,provide-protective overlay; incorporate-natural fibers; laminate-decorative surfaces; create-robust panels,decorative door panels and furniture fronts,The application was derived from the text describing the uses of Washi HPL.,gpt-4o-mini,811,85
,https://materialdistrict.com/material/wastea/,tea waste,transform-noun; reduce-noun; promote-noun,plant-based leather alternative,Used external knowledge about leather alternatives to specify the application.,gpt-4o-mini,766,62
,https://materialdistrict.com/material/wastebasedbrick/,ceramic waste materials,reduce dependence; support circular; contribute to resource efficiency,facade brick for building exteriors,External knowledge about circular construction practices was used.,gpt-4o-mini,762,64
,https://materialdistrict.com/material/wastebasedglaze/,waste materials,developed-noun; topped-noun; used-noun,interior wall cladding,External knowledge used to identify the application of wall cladding.,gpt-4o-mini,755,66
,https://materialdistrict.com/material/water-resistant-paper/,paper,make droplets; evaporate water; bead up droplets,zero-energy humidifier,External knowledge about humidifiers was used to specify the application.,gpt-4o-mini,738,62
,https://materialdistrict.com/material/water-tiles/,concrete,transport-rainwater; create-puddles; form-streams; motivate-play,pavement tiles for urban landscapes,The application is derived from the description of the tiles being used in urban settings to manage rainwater and encourage outdoor play.,gpt-4o-mini,780,85
,https://materialdistrict.com/material/waterstruck-bricks-multi-sintered/,ceramics,provide-facade effect; create-multi-colour range; offer-smooth surface,building exterior wall cladding,External knowledge about the use of bricks in construction was used.,gpt-4o-mini,693,69
,https://materialdistrict.com/material/wavcor/,corrugated panel,provide moisture barrier; offer fire rating; enable easy installation; allow custom sizing,sustainable architectural surface,External knowledge used to define application based on the material's properties and context.,gpt-4o-mini,781,72
,https://materialdistrict.com/material/wavethru/,transparent conductive coating,mitigate signal attenuation; enhance mobile signal transmission; preserve optical performance; allow radio frequencies to pass; reduce signal loss,retrofittable glass surface treatment,External knowledge about signal transmission and glazing technology was used.,gpt-4o-mini,1041,83
,https://materialdistrict.com/material/waxedwood-color/,wood,provide-water repellency; protect-wood decay; reduce-maintenance requirements; offer-UV protection,garden furniture and playground equipment,External knowledge about wood treatment applications was used.,gpt-4o-mini,991,69
,https://materialdistrict.com/material/wds-ultra/,fumed silica,minimize-infrared radiation; provide-thermal insulation; meet-fire protection standards,insulation for heat-treatment furnaces,Used external knowledge about insulation applications in industrial settings.,gpt-4o-mini,847,69
,https://materialdistrict.com/material/weave-concrete-tiles/,concrete,create-tile; provide-texture; enhance-aesthetics; resist-weather; offer-durability,decorative wall cladding system,Application inferred from the description of the tiles being used for wall decoration.,gpt-4o-mini,774,81
,https://materialdistrict.com/material/weavewood/,Wood,weave-noun; resist-noun; apply-noun,handwoven wooden panel,External knowledge about handwoven wooden panels was used to specify the application.,gpt-4o-mini,755,65
,https://materialdistrict.com/material/web-art-pebble-beach/,Polyamid fibres,create visual effects; provide durability; offer structural variety,woven flooring for high-traffic areas,External knowledge about flooring applications was used.,gpt-4o-mini,769,61
,https://materialdistrict.com/material/wedi-panel/,extruded polystyrene rigid foam,provide waterproof surface; offer heat insulation; support adhesive bonding; ensure sound insulation,waterproof building board for bathrooms,External knowledge used to specify the application as a waterproof building board for wet areas.,gpt-4o-mini,957,79
,https://materialdistrict.com/material/welded-vinyl/,vinyl,create-seam; provide-waterproofing; resist-UV; resist-fire; allow-cleaning,waterproof upholstery for furniture,External knowledge about vinyl applications in upholstery was used.,gpt-4o-mini,777,75
,https://materialdistrict.com/material/wellboard/,cellulose,form-board; cut-water jet; cut-laser; bond-veneer press; decorate-paint,decorative wall panels,External knowledge on applications of corrugated board was used.,gpt-4o-mini,728,74
,https://materialdistrict.com/material/welltec-big-wave/,aluminium,produce-narrow tolerances; create-customised structures; design-facades; design-roofs; design-walls,customised facade cladding systems,The application is derived from the text describing the use of cladding sheets for creative facade design.,gpt-4o-mini,791,87
,https://materialdistrict.com/material/welltec-plantec/,metal,fabricate-sheets; create-design; adjust-shape,architectural facade cladding,External knowledge about metal applications in architecture was used.,gpt-4o-mini,749,60
,https://materialdistrict.com/material/wet-green/,olive leaves,tanning-leather; producing-leather; manufacturing-leather; eliminating-toxicity,biologically degradable premium leather,External knowledge about ecological leather applications was used.,gpt-4o-mini,883,73
,https://materialdistrict.com/material/whisky-barrel-flooring/,Wood,create-flooring; retain-aroma; feature-original-print,indoor flooring made from whisky barrels,The application was derived from the description of the flooring's use and material source.,gpt-4o-mini,797,68
,https://materialdistrict.com/material/wild-silk/,silk,conserve-species; harvest-fibre; create-fabric,non-woven fabric for apparel,The application is derived from the text describing the unique fabrics made from wild silk.,gpt-4o-mini,793,70
,https://materialdistrict.com/material/willow-paper/,willow,boiling-fibres; burning-bark; distilling-materials,biodegradable paper products,External knowledge about biodegradable materials and paper applications was used.,gpt-4o-mini,963,66
,https://materialdistrict.com/material/wincos-vision-control-film/,film,provide-privacy; create-illusion; protect-against-UV,window privacy control solution,External knowledge about window films and privacy solutions was used.,gpt-4o-mini,1160,63
,https://materialdistrict.com/material/window-protect-trevira/,flame retardant plastic,provide-sight protection; offer-sun protection; resist-UV radiation; prevent-fungus growth,window protection foils for indoor use,External knowledge about window protection applications was used.,gpt-4o-mini,756,77
,https://materialdistrict.com/material/wintan-recycled-leather/,recycled leather,reuse-waste; mimic-natural leather; bind-fibres,sustainable upholstery for furniture,The application was inferred from the material's properties and common uses in design.,gpt-4o-mini,762,70
,https://materialdistrict.com/material/wire-cloth/,Wire cloth,weaving-wire; forming-openings; crimping-connection,filtering medium for industrial applications,"The application of wire cloth as a filtering medium is a common use in various industries, inferred from the description of its properties and manufacturing process.",gpt-4o-mini,766,82
,https://materialdistrict.com/material/wire-mesh/,Steel,cut-noun; fold-noun; weld-noun; assemble-noun,custom wire mesh panels,External knowledge used to specify application based on common uses of wire mesh.,gpt-4o-mini,722,70
,https://materialdistrict.com/material/wire-netting/,Wire netting,allow-air; pass-water; block-sound; cover-areas; separate-zones,architectural facades and protective panels,External knowledge about architectural applications of wire netting was used.,gpt-4o-mini,808,77
,https://materialdistrict.com/material/wireglass/,glass,integrate-nonmetal; provide-visuals; create-patterns,decorative glass panels with metal weaves,External knowledge about decorative glass applications was used.,gpt-4o-mini,741,65
,https://materialdistrict.com/material/wisa-plywood/,Plywood,improve-wear resistance; enhance-impact resistance; increase-chemical resistance; provide-weather resistance; offer-hygienic properties,concrete formwork panels,External knowledge about plywood applications was used.,gpt-4o-mini,792,78
,https://materialdistrict.com/material/woelbstruktur/,metal,provide rigidity; enhance strength; form honeycomb structures; create lightweight sheets,lightweight vault structures for construction,External knowledge on vault structures and their applications in construction was used.,gpt-4o-mini,858,70
,https://materialdistrict.com/material/wolffish-leather/,Wolffish Leather,provide unique character; offer smooth texture; allow dyeing in diverse tones,fashion accessories like wallets and bags,External knowledge about the application of leather in fashion was used.,gpt-4o-mini,781,70
,https://materialdistrict.com/material/wolwaeren-collection/,sheep wool,provide warmth; offer comfort; absorb sound; create texture,wearable and interior blankets,External knowledge about the use of wool in textiles was used.,gpt-4o-mini,725,67
,https://materialdistrict.com/material/wonder-peach/,Polyamide,offers-breathability; provides-lightness; envelops-shapes; protects-against-UV,sportswear for demanding activities,External knowledge about sportswear applications was used.,gpt-4o-mini,785,74
,https://materialdistrict.com/material/wonderland/,lenticular lenses,produce images; create illusion; revitalise spaces,3D wall coverings for interior design,External knowledge on lenticular printing technology was used.,gpt-4o-mini,810,63
,https://materialdistrict.com/material/wood-cork-perspex/,Wood,laminate-noun; layer-noun; enhance-noun; explore-noun,ornamental wooden wall piece,The application is derived from the description of the project showcasing interior concepts using the material.,gpt-4o-mini,800,76
,https://materialdistrict.com/material/wood-fiber-textiles/,Wood,absorbent-textile; soft-textile; cool-textile; heat-resistant-textile; ecological-fibre,protective clothing against heat and flame,External knowledge about wood-based textiles and their applications was used.,gpt-4o-mini,1199,80
,https://materialdistrict.com/material/wood-look/,paper,replace-noun; protect-noun; create-noun,laminated surface for furniture and interior decoration,External knowledge about laminated surfaces used in furniture design was applied.,gpt-4o-mini,776,65
,https://materialdistrict.com/material/wood-mosaic/,Wood,connect-noun; repel-water; resist-UV; provide-durability; act-anti-slip,water-repellent wall covering,External knowledge about wood applications was used.,gpt-4o-mini,734,74
,https://materialdistrict.com/material/wood-paper/,Wood paper,mimic-grain structure; emboss-giving look; suit-printing,commercial printing materials with wood texture,External knowledge used to identify application in commercial printing.,gpt-4o-mini,762,68
,https://materialdistrict.com/material/wood-plastic-composite/,Wood Plastic Composite,provide strength; resist weather; offer durability,outdoor fencing boards,The application was inferred from the text mentioning use for outdoor applications like fences.,gpt-4o-mini,747,64
,https://materialdistrict.com/material/wood-reinvented/,reclaimed wood,extend life; ensure durability; reduce demand; minimize waste,custom-made furniture panels,External knowledge about reclaimed wood's properties and applications was used.,gpt-4o-mini,930,66
,https://materialdistrict.com/material/wood-skin/,composite,create-sheets; transform-spaces; provide-acoustic performances,high-end acoustic wall panels,The application of high-end acoustic wall panels is derived from the description of the product's capabilities in transforming spaces and enhancing acoustic performance.,gpt-4o-mini,899,78
,https://materialdistrict.com/material/wood-textile/,wood textile,combine-noun; become-flexible; design-noun,flexible upholstery for furniture,External knowledge about upholstery applications was used.,gpt-4o-mini,734,60
