u,v,weight,edge_type
provide smooth surface,enrich-surface,0.6330232620239258,semantic
provide smooth surface,smooth-surface,0.9128013849258423,semantic
provide smooth surface,provide surface,0.787276566028595,semantic
provide smooth surface,provide-surface,0.7439811825752258,semantic
upcycling-material,decorative sheet material for furniture,1.0,cooccurrence
upcycling-material,upcycle-materials,0.6360530257225037,semantic
coat-surfaces,coated indoor and outdoor surfaces,1.0,cooccurrence
coat-surfaces,coat-backside,0.6782882213592529,semantic
coat-surfaces,coat-metal,0.6794499754905701,semantic
coat-surfaces,coat-noun,0.7267519235610962,semantic
coat-surfaces,coat-panel,0.7211748957633972,semantic
coat-surfaces,coating-surface,0.7730693221092224,semantic
coat-surfaces,covering surfaces,0.6714445352554321,semantic
absorb-odours,anti-odour footwear lining,1.0,cooccurrence
absorb-odours,biodegradable tableware made from recycled tea residues,1.0,cooccurrence
absorb-odours,reduce body odour,0.6968882083892822,semantic
absorb-odours,absorb-wetness,0.6284925937652588,semantic
supple-garment,interlining for garment construction,1.0,cooccurrence
extrude-sheet,flexible coffee-based sheet material,1.0,cooccurrence
extrude-sheet,uv-resistant outdoor signage,1.0,cooccurrence
extrude-sheet,extruded product,0.6927004456520081,semantic
create dense tiles,sustainable flooring tiles,1.0,cooccurrence
create dense tiles,produce tiles,0.6781697273254395,semantic
deliver electrical conductivity,soft foam padding for automotive interiors,1.0,cooccurrence
deliver electrical conductivity,maintaining-conductivity,0.7067292332649231,semantic
deliver electrical conductivity,enable conductivity,0.6685582995414734,semantic
deliver electrical conductivity,enable high conductivity,0.6217766404151917,semantic
allow-smooth painting,non-combustible internal lining for partitions,1.0,cooccurrence
allow-smooth painting,allow-painting,0.7892348766326904,semantic
process-materials,3d printer filament for custom products,1.0,cooccurrence
process-materials,cut-materials,0.660271942615509,semantic
process-materials,process-material waste,0.7440431714057922,semantic
process-materials,producing-building materials,0.6651054620742798,semantic
process-materials,produce-coating-materials,0.6481243968009949,semantic
perform-abrasion,table tops and kitchen cabinets,1.0,cooccurrence
perform-abrasion,resist-abrasion,0.6750806570053101,semantic
print-sharp,laminated printed panel for interior use,1.0,cooccurrence
print-sharp,enhance printing,0.6246251463890076,semantic
process easily,partition walls and ceiling finishes,1.0,cooccurrence
process easily,enable easy processing,0.6240519881248474,semantic
provide-solution,3d printer filament for custom products,1.0,cooccurrence
provide-solution,provide- solution,1.0,semantic
provide-solution,provide-verb,0.7815033197402954,semantic
provide-solution,provide-structure,0.6706262230873108,semantic
provide-solution,providing-structure,0.6492260098457336,semantic
activate-system,flexible light-emitting lamp for signage,1.0,cooccurrence
mould-reheat,rigid lightweight sculpture armature,1.0,cooccurrence
mould-reheat,moulded product,0.6930769681930542,semantic
mould-reheat,mould-raw material,0.671006441116333,semantic
mould-reheat,stay mould free,0.6604009866714478,semantic
mould-reheat,moulding-material,0.6349313259124756,semantic
enable vacuum forming,soft foam padding for automotive interiors,1.0,cooccurrence
enable vacuum forming,form surfaces with vacuum,0.6519362926483154,semantic
create layer,anti-smudge layer for eyeglasses,1.0,cooccurrence
create layer,build layer,0.80165034532547,semantic
create layer,forming-layer,0.7537924647331238,semantic
enable backlighting,covering for partition walls,1.0,cooccurrence
enable backlighting,allow-backlighting,0.845736026763916,semantic
tint-mass,3d printed objects with variable transparency,1.0,cooccurrence
tint-mass,increase-tinting strength,0.6275756359100342,semantic
transport light,back-lit flooring and bar-tops,1.0,cooccurrence
transport light,allow-light transmission,0.6319239735603333,semantic
transport light,convert-light,0.627869725227356,semantic
transport light,diffuse light,0.6621188521385193,semantic
transport light,diffuse-light,0.663129448890686,semantic
transport light,transmit natural light,0.6492283344268799,semantic
transport light,transmit-light,0.7504267692565918,semantic
transport light,allow light passage,0.6483816504478455,semantic
bind-resin,moisture resistant decorative panel,1.0,cooccurrence
bind-resin,bind-adhesive,0.6977552771568298,semantic
bind-resin,bind-fiberglass,0.6982357501983643,semantic
bind-resin,bind-materials,0.7283279895782471,semantic
bind-resin,combine-with-resin,0.6994540691375732,semantic
bind-resin,join-resin,0.6535237431526184,semantic
simulate-colour,exterior wood facade treatment,1.0,cooccurrence
simulate-colour,create-colours,0.6821410059928894,semantic
simulate-colour,create-colour effects,0.6746274828910828,semantic
simulate-colour,create-color,0.6704970002174377,semantic
simulate-colour,provide colour,0.6655468344688416,semantic
nourish-plants,biodegradable flower pots for gardening,1.0,cooccurrence
nourish-plants,nourish-skin,0.7503536343574524,semantic
improve-strength and stiffness,lightweight structural components with complex shapes,1.0,cooccurrence
improve-strength and stiffness,add stiffness,0.7794943451881409,semantic
improve-strength and stiffness,eliminate need for stiffeners,0.6702083945274353,semantic
improve-strength and stiffness,improve-mechanical properties,0.7069993019104004,semantic
improve-strength and stiffness,provide stiffness,0.7716572880744934,semantic
improve-strength and stiffness,provide high stiffness,0.7662741541862488,semantic
improve-strength and stiffness,increase-strength,0.7528921365737915,semantic
improve-strength and stiffness,increase strength,0.7181227803230286,semantic
provide decorative surfacing,elevator cab interior surfacing,1.0,cooccurrence
provide decorative surfacing,provide decorative,0.7253579497337341,semantic
provide decorative surfacing,create decorative,0.7136019468307495,semantic
provide decorative surfacing,provide-decorative solution,0.6717000007629395,semantic
enable printing,rigid sheets for various design projects,1.0,cooccurrence
enable printing,allow direct printing,0.7225648164749146,semantic
enable printing,allow re-printing,0.6797363758087158,semantic
enable printing,allow-printing,0.7625458240509033,semantic
enable printing,enable-printing,0.9562299847602844,semantic
enable printing,enable-on-demand printing,0.8270977139472961,semantic
enable printing,enable-3d printing,0.7691395878791809,semantic
enable printing,enhance printing,0.683971643447876,semantic
provide packaging,sustainable food packaging solution,1.0,cooccurrence
provide packaging,protect-packaging,0.7847647070884705,semantic
provide packaging,provide sustainable packaging,0.7862910628318787,semantic
enable-biodegradability,sustainable packaging for consumer products,1.0,cooccurrence
enable-biodegradability,biodegradable packaging materials,1.0,cooccurrence
enable-biodegradability,provide-biodegradability,0.8507725596427917,semantic
provide anti-bacterial,washable sports apparel,1.0,cooccurrence
provide anti-bacterial,anti-bacterial-material,0.7961204051971436,semantic
provide anti-bacterial,apply antibacterial finish,0.6380089521408081,semantic
provide anti-bacterial,ensure antibacterial properties,0.7259305119514465,semantic
provide anti-bacterial,generate-antibacterial reaction,0.6500567197799683,semantic
provide anti-bacterial,kill bacteria,0.7324844598770142,semantic
provide anti-bacterial,minimize bacterial levels,0.6388013958930969,semantic
provide anti-bacterial,prevent bacteria,0.7572802901268005,semantic
provide anti-bacterial,prevent-bacterial growth,0.6935770511627197,semantic
provide anti-bacterial,provide antibacterial effect,0.8574849367141724,semantic
provide anti-bacterial,providing antimicrobial protection,0.8242717385292053,semantic
provide anti-bacterial,provide-bacterial protection,0.8077610731124878,semantic
provide anti-bacterial,provide antibacterial property,0.7887127995491028,semantic
provide anti-bacterial,provide-antimicrobial surfaces,0.7007458806037903,semantic
support-hot-melt welding,biodegradable leather alternative for accessories,1.0,cooccurrence
deliver thermal insulation,biodegradable furniture components,1.0,cooccurrence
deliver thermal insulation,provide-heat insulation,0.8689131736755371,semantic
deliver thermal insulation,offer-thermal-insulation,0.8645975589752197,semantic
deliver thermal insulation,providing insulation,0.8502889275550842,semantic
deliver thermal insulation,provide-insulation,0.8330321311950684,semantic
deliver thermal insulation,offer heat insulation,0.8196320533752441,semantic
customise-gloss,ceramic glaze for building projects,1.0,cooccurrence
customise-gloss,create-gloss,0.8085309267044067,semantic
ensure-dimensional accuracy,coating for automotive clutch components,1.0,cooccurrence
finish-sanding,wooden wall panelling,1.0,cooccurrence
finish-sanding,allow-sanding,0.6274040341377258,semantic
finish-sanding,cuts-sands-routes-finishes,0.6554853916168213,semantic
deliver-illumination,backlighting panel for retail displays,1.0,cooccurrence
deliver-illumination,diffuse-light,0.6626452207565308,semantic
deliver-illumination,diffuse lighting,0.644111692905426,semantic
deliver-illumination,create-lighting,0.6259650588035583,semantic
deliver-illumination,provide-translucence,0.6215003728866577,semantic
install-quickly,designer wall panels,1.0,cooccurrence
install-quickly,drainage system for inverted roofs,1.0,cooccurrence
install-quickly,efficient-installation,0.6578243374824524,semantic
install-quickly,install-seamlessly,0.6454647183418274,semantic
create-finish,acoustic wall panels,1.0,cooccurrence
create-finish,decorative wall finish,1.0,cooccurrence
create-finish,decorative wall and ceiling finish,1.0,cooccurrence
create-finish,create finishes,0.8974707722663879,semantic
create-finish,create-smooth finish,0.7395663261413574,semantic
improve-durability,reinforced structural profiles for construction,1.0,cooccurrence
improve-durability,fire-resistant cladding system,1.0,cooccurrence
improve-durability,provide durability,0.7310050129890442,semantic
improve-durability,demonstrate-durability,0.6829806566238403,semantic
connect-community,large work of art presented to the dutch royal family,1.0,cooccurrence
producing-building materials,high quality marble-like tiles for construction,1.0,cooccurrence
producing-building materials,producing-structure,0.6823416352272034,semantic
producing-building materials,reuse-building materials,0.660559356212616,semantic
apply-additives,exterior façade cladding,1.0,cooccurrence
apply-additives,apply-various methods,0.6506192684173584,semantic
recyclable,biodegradable packaging solutions,1.0,cooccurrence
recyclable,ensure recyclability,0.8299756646156311,semantic
recyclable,recyclable object,0.865328311920166,semantic
recyclable,recyclable-backing,0.8339940309524536,semantic
recyclable,recycle-material,0.7327079772949219,semantic
recyclable,recycle-noun,0.7151065468788147,semantic
maintain color stability,exterior facade cladding for buildings,1.0,cooccurrence
maintain color stability,retain vibrant hues,0.6702919006347656,semantic
maintain color stability,retain- colour,0.6467306017875671,semantic
reduce-preparation,lightweight structural panels for aerospace,1.0,cooccurrence
reduce-preparation,reduce raw materials,0.6260709762573242,semantic
reduce-preparation,reduce-synthetic products,0.6795075535774231,semantic
ensure-light stability,laminated safety glass for architectural glazing,1.0,cooccurrence
ensure-light stability,ensure-stability,0.67423415184021,semantic
strengthen-noun,drone parts and mechanical fixtures,1.0,cooccurrence
strengthen-noun,strengthen-material,0.6754797101020813,semantic
sequester-co2 emissions,sustainable modular building system,1.0,cooccurrence
sequester-co2 emissions,prevent co2 emissions,0.6734245419502258,semantic
sequester-co2 emissions,reduce-emissions,0.6603150963783264,semantic
sequester-co2 emissions,reduce-co2 pollution,0.6520410180091858,semantic
sequester-co2 emissions,reduce-carbon emissions,0.6343940496444702,semantic
vary-structural depths,architectural wall cladding,1.0,cooccurrence
withstand impact,fire-resistant building facade panels,1.0,cooccurrence
withstand impact,ensure-impact-resistance,0.7497548460960388,semantic
withstand impact,impact resistant,0.8694146275520325,semantic
withstand impact,provide high impact strength,0.758280873298645,semantic
withstand impact,provide impact strength,0.7666782140731812,semantic
withstand impact,provide impact-resistant surface,0.7153048515319824,semantic
withstand impact,resist impact,0.727766215801239,semantic
withstand impact,withstand-impact,0.9649034738540649,semantic
withstand impact,withstand-force load,0.7315266728401184,semantic
withstand impact,withstand mechanical loads,0.6600072383880615,semantic
withstand impact,withstand wear-and-tear,0.6832357048988342,semantic
withstand impact,withstand-compressive strength,0.6317316293716431,semantic
insulate-temperature,acoustic insulation panels for interior spaces,1.0,cooccurrence
insulate-temperature,self-adhesive sealing strips for windows,1.0,cooccurrence
insulate-temperature,insulate against cold,0.7862673401832581,semantic
insulate-temperature,insulate-buildings,0.7827019691467285,semantic
insulate-temperature,insulate-concrete,0.7407127022743225,semantic
insulate-temperature,insulate-fabric,0.7152026891708374,semantic
insulate-temperature,insulate-heat,0.9291707277297974,semantic
insulate-temperature,insulate-surface,0.7904174327850342,semantic
provide-acoustic relief,acoustic wall panels for meeting rooms,1.0,cooccurrence
provide-acoustic relief,provide-acoustic,0.7768012881278992,semantic
provide-acoustic relief,provide-acoustic damping,0.7144660353660583,semantic
provide-acoustic relief,provide-acoustic-effect,0.8175325989723206,semantic
provide-acoustic relief,provide-acoustical performance,0.7293829917907715,semantic
support cutting,kitchen cutting board,1.0,cooccurrence
support cutting,allow cutting,0.6721448302268982,semantic
support cutting,support construction,0.6864626407623291,semantic
divide-rooms,acoustic wall panels,1.0,cooccurrence
divide-rooms,modular sound-absorbing room divider,1.0,cooccurrence
divide-rooms,serve as room divider,0.8016512393951416,semantic
clean-easily,upholstery for furniture in hospitality,1.0,cooccurrence
clean-easily,cleaning easily,0.8496430516242981,semantic
clean-easily,ensure easy cleaning,0.7135420441627502,semantic
maintain-lightweight,acoustic wall cladding panels,1.0,cooccurrence
maintain-lightweight,support lightweight design,0.6868000030517578,semantic
maintain-lightweight,provide lightweight materials,0.6397882699966431,semantic
compost-nutrition,edible packaging for dry foods,1.0,cooccurrence
compost-nutrition,enable-compostability,0.6398886442184448,semantic
floor-noun,weathered wood wall paneling,1.0,cooccurrence
floor-noun,act as floor covering,0.6743356585502625,semantic
floor-noun,create flooring,0.6851644515991211,semantic
floor-noun,provide flooring,0.722644031047821,semantic
support lightweight design,biodegradable packaging material,1.0,cooccurrence
support lightweight design,cast-lightweight-structure,0.6264001131057739,semantic
support lightweight design,provide lightweight materials,0.6796463131904602,semantic
enable-printing,retail display structures,1.0,cooccurrence
enable-printing,allow direct printing,0.6869133114814758,semantic
enable-printing,allow re-printing,0.6699010133743286,semantic
enable-printing,allow-printing,0.780464768409729,semantic
enable-printing,enable-3d printing,0.7921470403671265,semantic
enable-printing,enable-on-demand printing,0.8294086456298828,semantic
maintain upright stance,recyclable artificial grass carpet,1.0,cooccurrence
ensure-softness,arc flash protective clothing,1.0,cooccurrence
ensure-softness,enable softness,0.7562277913093567,semantic
ensure-softness,offer-softness,0.643322765827179,semantic
restrict gas conduction,daylighting system for buildings,1.0,cooccurrence
manage-nutrients,flexible biofoam for cushioning,1.0,cooccurrence
manage-nutrients,provide-nutrients,0.7384424209594727,semantic
manage-nutrients,recover-nutrients,0.650915265083313,semantic
waterborne-stain,wood-rich façade elements,1.0,cooccurrence
waterborne-stain,remove-stains,0.6453494429588318,semantic
withstand-temperature changes,exterior wall panels,1.0,cooccurrence
withstand-temperature changes,withstand heat,0.7616857290267944,semantic
withstand-temperature changes,withstand temperature variation,0.8949785232543945,semantic
withstand-temperature changes,withstand-temperature,0.9033390283584595,semantic
withstand-temperature changes,resist-high temperatures,0.637501060962677,semantic
absorbtion effect-sound waves,acoustic ceiling panels for sound absorption,1.0,cooccurrence
absorbtion effect-sound waves,absorb-background noise,0.6762640476226807,semantic
absorbtion effect-sound waves,absorb-sound,0.8586283922195435,semantic
absorbtion effect-sound waves,absorb-sound energy,0.8032061457633972,semantic
absorbtion effect-sound waves,improve sound absorption,0.7345907092094421,semantic
absorbtion effect-sound waves,provide-acoustic absorption,0.7320927977561951,semantic
absorbtion effect-sound waves,conduct sound waves,0.6327793002128601,semantic
absorbtion effect-sound waves,enable-sound-absorption,0.7044337391853333,semantic
improve comfort,acoustic underlay for flooring,1.0,cooccurrence
improve comfort,acoustic panels and decorative wall coverings,1.0,cooccurrence
improve comfort,enhance comfort,0.9525514245033264,semantic
improve comfort,ensure comfort,0.8972747325897217,semantic
improve comfort,improve-comfort,0.8247326612472534,semantic
improve comfort,offer comfort,0.7704763412475586,semantic
improve comfort,provide-comfort,0.6841412782669067,semantic
provide high stiffness,wind tunnel testing apparatus,1.0,cooccurrence
provide high stiffness,add stiffness,0.8238200545310974,semantic
provide high stiffness,eliminate need for stiffeners,0.7659804224967957,semantic
provide high stiffness,provide stiffness,0.9317947030067444,semantic
coat-metal,decorative metal finishes,1.0,cooccurrence
coat-metal,coat-backside,0.6688643097877502,semantic
coat-metal,coat-noun,0.6840675473213196,semantic
coat-metal,coat-panel,0.6733576655387878,semantic
provide-surface,kitchen countertops,1.0,cooccurrence
provide-surface,allow surface processes,0.6603915691375732,semantic
provide-surface,enrich-surface,0.6802371740341187,semantic
provide-surface,provide surface,0.9190975427627563,semantic
provide-surface,provide-coating,0.6454942226409912,semantic
provide-surface,treat-surface,0.6476050019264221,semantic
create-material,decorative planters and art objects,1.0,cooccurrence
create-material,modular facade tile system,1.0,cooccurrence
create-material,customisable solid matter for furniture,1.0,cooccurrence
create-material,experimental composite for sustainable design,1.0,cooccurrence
create-material,create material,0.9398272633552551,semantic
create-material,create-fabric,0.7353039979934692,semantic
create-material,create-textures,0.7229589223861694,semantic
create-material,create fabric,0.6478438377380371,semantic
decorate-interior,architectural mesh for facade covering,1.0,cooccurrence
decorate-interior,allow-interior design,0.6886463761329651,semantic
decorate-interior,decorate-interiors,0.9486525654792786,semantic
decorate-interior,decorating interiors,0.8603017330169678,semantic
decorate-interior,enhance interior aesthetics,0.7554176449775696,semantic
decorate-interior,decorate-noun,0.7183522582054138,semantic
reinforce-structure,lightweight structural panels for walls,1.0,cooccurrence
reinforce-structure,cushioning in athletic shoes,1.0,cooccurrence
reinforce-structure,injection moulded packaging solutions,1.0,cooccurrence
reinforce-structure,provide-reinforcement,0.6771110892295837,semantic
reinforce-structure,reinforce materials,0.6965987086296082,semantic
reinforce-structure,reinforce-composite,0.8303003907203674,semantic
reinforce-structure,reinforce-fabric,0.6904506683349609,semantic
reinforce-structure,reinforce-material,0.8123087882995605,semantic
reveal details,decorative wall panels with adjustable lighting,1.0,cooccurrence
provide-verb,lightweight door interior trim,1.0,cooccurrence
provide-verb,provide- solution,0.7815033197402954,semantic
provide-verb,provide-lustre,0.6258766651153564,semantic
provide-verb,provide-structure,0.6936046481132507,semantic
support overcoating,durable surface finish for metal components,1.0,cooccurrence
support overcoating,support heavy coverings,0.6269826292991638,semantic
produce tiles,interior and exterior ceramic tiles,1.0,cooccurrence
produce tiles,compete with ceramic tile,0.6805096864700317,semantic
produce tiles,create-decorative-tiles,0.7583481073379517,semantic
produce tiles,form tiles,0.6900239586830139,semantic
produce tiles,grow-tile,0.7128664255142212,semantic
produce tiles,handcraft-wall tiles,0.6410961747169495,semantic
produce tiles,tiled easily,0.6577924489974976,semantic
bend-cover,interior wall and ceiling panels,1.0,cooccurrence
bend-cover,bend-cold,0.6888059377670288,semantic
bend-cover,prevent-bending,0.6292006969451904,semantic
enable die-cutting,luxury packaging for cosmetics,1.0,cooccurrence
print-structure,customized architectural structures,1.0,cooccurrence
print-structure,print-noun,0.6991377472877502,semantic
support-body,ergonomic mattress system,1.0,cooccurrence
support-body,support-weight,0.7187122702598572,semantic
support-body,support construction,0.6522488594055176,semantic
support-body,support-flexibility,0.647413432598114,semantic
stretch-matrix,enlarged museum exhibit replicas,1.0,cooccurrence
bond without stitching,premium interior wall panels,1.0,cooccurrence
provide-high strength,protective clothing for industrial workers,1.0,cooccurrence
provide-high strength,braided sleeves for ballistic protection,1.0,cooccurrence
provide-high strength,deliver strength,0.7521772384643555,semantic
provide-high strength,ensure strength,0.7134726643562317,semantic
provide-high strength,provide strength,0.8281218409538269,semantic
provide-high strength,provide-structural strength,0.7605716586112976,semantic
simulate natural grass,artificial grass for sports fields,1.0,cooccurrence
simulate natural grass,simulate grass,0.9103859066963196,semantic
combine with colourants,photochromic lenses and sunglasses,1.0,cooccurrence
combine with colourants,combine-dye,0.8023495078086853,semantic
combine with colourants,colorant-pigment,0.6753342151641846,semantic
enhance-economic efficiency,decorative concrete surface,1.0,cooccurrence
enhance-economic efficiency,offer energy efficiency,0.6819428205490112,semantic
upcycle-materials,warm insulating pad for clothing,1.0,cooccurrence
upcycle-materials,reuse-building materials,0.6263007521629333,semantic
upcycle-materials,upcycle-waste,0.6530595421791077,semantic
upcycle-materials,recycling-material,0.6416622996330261,semantic
transform-foldable structures,foldable furniture design,1.0,cooccurrence
isolate-vibration,self-adhesive sealing strips for windows,1.0,cooccurrence
isolate-vibration,dampen vibrations,0.6622515320777893,semantic
enhancing-aesthetic,floor tiles for surfacing,1.0,cooccurrence
enhancing-aesthetic,enhance aesthetic,0.9137836694717407,semantic
enhancing-aesthetic,enhance aesthetic appeal,0.853483259677887,semantic
enhancing-aesthetic,enhance style,0.7415919303894043,semantic
enhancing-aesthetic,enhance-aesthetic,0.9121532440185547,semantic
enhancing-aesthetic,enhance-aesthetic appearance,0.8788818717002869,semantic
enhancing-aesthetic,enhance-aesthetic qualities,0.915985107421875,semantic
enhancing-aesthetic,enhancing-aesthetics,0.9480537176132202,semantic
enhancing-aesthetic,create aesthetic,0.8163459300994873,semantic
color layer,decorative wall panels with varied textures,1.0,cooccurrence
color layer,provide colour,0.625401496887207,semantic
color layer,provide color,0.623628556728363,semantic
sand-top layer,modular floor tiles for sustainable design,1.0,cooccurrence
sand-top layer,sand-surface imperfections,0.6489818692207336,semantic
ionize air,interior air purification system,1.0,cooccurrence
apply-lacquers,custom embossed furniture surfaces,1.0,cooccurrence
process-marble,luxurious tabletops with embedded crystals,1.0,cooccurrence
offer flexibility,fancy wear clothing,1.0,cooccurrence
offer flexibility,stage and façade covers,1.0,cooccurrence
offer flexibility,decorative upholstery fabric,1.0,cooccurrence
offer flexibility,radiofrequency shielding fabric for electronic devices,1.0,cooccurrence
offer flexibility,fashion accessories like bags and wallets,1.0,cooccurrence
offer flexibility,handmade custom bags,1.0,cooccurrence
offer flexibility,acoustic wall panels,1.0,cooccurrence
offer flexibility,vegan leather handbags,1.0,cooccurrence
offer flexibility,luxurious handbags and accessories,1.0,cooccurrence
offer flexibility,handcrafted leather goods,1.0,cooccurrence
offer flexibility,enhance flexibility,0.7551237344741821,semantic
offer flexibility,providing flexibility,0.855355978012085,semantic
allow for external use,decorative wall cladding in luxury residences,1.0,cooccurrence
control-bacteria,antibacterial textile treatment,1.0,cooccurrence
control-bacteria,prevent bacteria,0.6965272426605225,semantic
control-bacteria,kill bacteria,0.6753050684928894,semantic
control-bacteria,create bacteria-free environment,0.6470878720283508,semantic
control-bacteria,create-bacteria-free environment,0.6419057250022888,semantic
control-bacteria,provide-bacterial protection,0.6222090721130371,semantic
allow-molding into various shapes,decorative objects and furniture,1.0,cooccurrence
allow-molding into various shapes,allow moulding,0.7066377401351929,semantic
offer-levelling effect,floating floor insulation layer,1.0,cooccurrence
offer-levelling effect,offer-edibility,0.6472007632255554,semantic
offer-levelling effect,offer-versatility,0.6343646049499512,semantic
allow-backlighting,self-standing decorative partition,1.0,cooccurrence
allow-backlighting,allow-light,0.6808461546897888,semantic
allow-backlighting,allow light,0.674949586391449,semantic
reclaim-nature,flooring in public transport systems,1.0,cooccurrence
reclaim-nature,change-nature,0.6316542625427246,semantic
reclaim-nature,reclaimed-nature,0.8229002356529236,semantic
reclaim-nature,reclaim-noun,0.6213058233261108,semantic
tailor-properties,upholstery for marine and outdoor furniture,1.0,cooccurrence
tailor-properties,mimic-properties,0.6406401991844177,semantic
tailor-properties,tailor-composition,0.7010791301727295,semantic
tailor-properties,tailor-material properties,0.8115957975387573,semantic
tailor-properties,enhance-properties,0.623027503490448,semantic
provide-structure,decorative wall covering,1.0,cooccurrence
provide-structure,interior decor panel with textured finish,1.0,cooccurrence
provide-structure,sustainable flooring solution,1.0,cooccurrence
provide-structure,custom metal panels for building finishing,1.0,cooccurrence
provide-structure,wooden furniture frames,1.0,cooccurrence
provide-structure,provide- solution,0.6706262230873108,semantic
provide-structure,provide-structural integrity,0.7078575491905212,semantic
provide-structure,provide-structural strength,0.6898205280303955,semantic
provide-structure,providing-structure,0.9416626691818237,semantic
provide-structure,provide-uniqueness,0.6923307776451111,semantic
determine-noun,invisible landmark flooring system,1.0,cooccurrence
provide-bacterial protection,sportswear with antimicrobial properties,1.0,cooccurrence
provide-bacterial protection,create bacteria-free environment,0.6499846577644348,semantic
provide-bacterial protection,create-bacteria-free environment,0.6496136784553528,semantic
provide-bacterial protection,prevent bacteria,0.7950491309165955,semantic
provide-bacterial protection,prevent-bacterial growth,0.6843538284301758,semantic
provide-bacterial protection,providing antimicrobial protection,0.8006651997566223,semantic
provide-bacterial protection,provide-protection,0.6662600040435791,semantic
provide-bacterial protection,provide antibacterial effect,0.6506555676460266,semantic
provide-bacterial protection,provide-fungal protection,0.637174665927887,semantic
facilitate stain removal,kitchen countertops with enhanced durability,1.0,cooccurrence
facilitate stain removal,remove-stains,0.7182801365852356,semantic
flex-partition,freestanding modular partition system,1.0,cooccurrence
endure severe weather conditions,architectural window frames and façades,1.0,cooccurrence
endure severe weather conditions,deal with weather,0.6800653338432312,semantic
endure severe weather conditions,ensure good weather resistance,0.693968653678894,semantic
provide jobs,sustainable stationery products,1.0,cooccurrence
act as carbon sink,energy-efficient building material,1.0,cooccurrence
offer transparency,window shielding for rf protection,1.0,cooccurrence
allow-airflow,protective gear for athletic activities,1.0,cooccurrence
coating-surface,ink storage and distribution system,1.0,cooccurrence
coating-surface,apply to surfaces,0.6553968787193298,semantic
coating-surface,apply-antimicrobial coatings,0.6541652083396912,semantic
coating-surface,spray-coating,0.7768172025680542,semantic
coating-surface,provide-coating,0.7244669795036316,semantic
coating-surface,color-shifting coating,0.621129035949707,semantic
coating-surface,produce-coating-materials,0.7083502411842346,semantic
coating-surface,serve-decorative coating,0.6637052893638611,semantic
support-innovation,large work of art presented to the dutch royal family,1.0,cooccurrence
support-innovation,support applications,0.6778010129928589,semantic
support-innovation,support-flexibility,0.67967289686203,semantic
support-innovation,support construction,0.6543773412704468,semantic
offer stain resistance,decorative wall covering,1.0,cooccurrence
offer stain resistance,swim caps and swim suits,1.0,cooccurrence
offer stain resistance,resist stains,0.8034274578094482,semantic
compound-stability,scented ink for textile printing,1.0,cooccurrence
compound-stability,ensure stability,0.6643909215927124,semantic
provide-fire-resistance,free-form furniture and partitions,1.0,cooccurrence
provide-fire-resistance,fire-resistant sealing tape for building components,1.0,cooccurrence
provide-fire-resistance,fire-resistant cladding system,1.0,cooccurrence
provide-fire-resistance,acoustic wall panels for soundproofing,1.0,cooccurrence
provide-fire-resistance,exterior cladding panels for buildings,1.0,cooccurrence
provide-fire-resistance,ensure fire resistance,0.8090435862541199,semantic
provide-fire-resistance,provide-resistance,0.668540894985199,semantic
provide-fire-resistance,resisting fire,0.6763185858726501,semantic
cover-niche markets,woven fabric for bulk bags,1.0,cooccurrence
ensure comfort,activewear and beachwear garments,1.0,cooccurrence
ensure comfort,recyclable artificial grass carpet,1.0,cooccurrence
ensure comfort,yoga mat for exercise,1.0,cooccurrence
ensure comfort,enhance comfort,0.8673203587532043,semantic
ensure comfort,offer comfort,0.7861886620521545,semantic
ensure comfort,provide-comfort,0.7772947549819946,semantic
ensure comfort,improve-comfort,0.7369837164878845,semantic
provide decorative element,decorative upholstery for furniture,1.0,cooccurrence
provide decorative element,allow decoration,0.6603248119354248,semantic
provide decorative element,create decorative,0.8330018520355225,semantic
provide decorative element,create-decorative materials,0.7954456806182861,semantic
provide decorative element,provide decoration,0.7634563446044922,semantic
provide decorative element,provide decorative,0.8776353001594543,semantic
provide decorative element,provide-decorative solution,0.7369577288627625,semantic
provide decorative element,serve-decorative coating,0.6332020163536072,semantic
provide-flame retardancy,leather alternative for fashion accessories,1.0,cooccurrence
provide-flame retardancy,ensure flame retardancy,0.8715136051177979,semantic
provide-flame retardancy,ensure-fire-retardancy,0.7117502093315125,semantic
provide-flame retardancy,offer fire retardancy,0.7354452610015869,semantic
provide-flame retardancy,offer flame retardance,0.7007184028625488,semantic
provide-flame retardancy,provide fire retardance,0.7909321784973145,semantic
provide-flame retardancy,provide flame retardance,0.8794331550598145,semantic
enable-compostability,compostable packaging for products,1.0,cooccurrence
enable-compostability,lightweight biodegradable packaging material,1.0,cooccurrence
resist-uv exposure,high-quality floor coverings,1.0,cooccurrence
resist-uv exposure,resist ultraviolet radiation,0.7979903221130371,semantic
resist-uv exposure,resist-sunlight,0.6285238862037659,semantic
resist-uv exposure,resist-uv radiation,0.8863369226455688,semantic
resist-uv exposure,resist-uv-rays,0.8316870331764221,semantic
resist-uv exposure,resist-uv rays,0.8304216265678406,semantic
resist-uv exposure,resist uv rays,0.7866016030311584,semantic
reshape without degradation,"customizable, reusable molds",1.0,cooccurrence
hide surroundings,decorative fencing for residential and commercial use,1.0,cooccurrence
hide surroundings,provide visibility,0.6587977409362793,semantic
